mission name	date	data
STS-114	08/07/2005	"""Come On Eileen"" by Dexy's Midnight Runners. It was played for Discovery's Commander Eileen Collins from the Mission Control Team."
STS-114	08/08/2005	"""Good Day Sunshine"" by The Beatles."
STS-121	07/05/2005	“Lift Every Voice and Sing'” by the New Galveston Chorale played for Mission Specialist Stephanie Wilson.      
STS-121	07/06/2006	“Daniel” by Elton John played for Mission Specialist Thomas Reiter in honor of his son.  
STS-121	07/07/2006	“Good Day Sunshine” by the Beatles played for Mission Specialist Lisa Nowak.
STS-121	07/08/2006	“God of Wonders” by Mark Byrd and Steve Hindalong played for Mission Specialist Mike Fossum. Selected by his family.
STS-121	07/09/2006	"“I Had a Dream” by ABBA for Shuttle Pilot Mark Kelly. Requested by his daughters, Claire and Claudia. Mark had a dream as a young boy-- he wanted to go to space and float with the stars. So, on the sixth day of the mission, he was coaxed from his sleeping bag on the ceiling by the music of ABBA. He responded by saying: ""Sometimes it is like a dream up here. Floating is a big part of that. The view outside the window is incredible right now. I'm not sure what we're over, but we can see land down there."" "
STS-121	07/10/2006	“Clocks” by Coldplay for Mission Specialist Piers Sellers. Requested by his family.
STS-121	07/11/2006	“All Star” by Smashmouth for Mission Specialist Lisa Nowak. Requested by her family.
STS-121	07/12/2006	“I Believe I Can Fly” by R. Kelly for Mission Specialist Stephanie Wilson.
STS-121	07/13/2006	Theme from the television show “Charlies Angels” for the entire STS-121 crew from their  training team.
STS-121	07/14/2006	“Aggie War Hymn” by the The Fightin' Texas Aggie Band for Mission Specialist Mike Fossum, a graduate of Texas A&M University. According to Mission Control, the selection was sent by Fossum's wife. He is the first Texas A&M graduate in space .
STS-121	07/15/2006	“Beautiful Day” by U2 for Pilot Mark Kelly, on undocking day.
STS-121	07/16/2006	“Just Like Heaven” by The Cure for Mission Specialist Piers Sellers. It was requested by his family.
STS-121	07/17/2006	“The Astronaut” by Something Corporate for Commander Steve Lindsey.
STS-115	09/10/2006	"""Moon River,"" by Audrey Hepburn, for Brent Jett, at request of commander Jett's wife. ""It really is a beautiful day up here,"" Jett said after the wake-up greeting. ""We're awake and ready to get to work with the inspection."" "
STS-115	09/11/2006	A solo cello performance for Mission Specialist Dan Burbank.
STS-115	09/12/2006	"""My Friendly Epistle,"" a Ukrainian song by Taras Shevchenko. It was  played for Heide Stefanyshyn-Piper."
STS-115	09/13/2006	“Takin' Care of Business” by Bachman-Turner Overdrive for MissionSpecialist Steve MacLean.
STS-115	09/14/2006	"""Wipe Out"" by the Surfaris for Pilot Chris Ferguson."
STS-115	09/15/2006	"""Hotel California"" by the Eagles for Mission Specialist Joe Tanner."
STS-115	09/16/2006	"""Twelve Volt Man"" by Jimmy Buffett for Mission Specialist Dan Burbank."
STS-115	09/17/2006	"""Danger Zone"" by Kenny Loggins for Pilot Chris Ferguson."
STS-115	09/18/2006	"""Rocky Mountain High"" by John Denver for Mission Specialist Joe Tanner."
STS-115	09/19/2006	"""Ne Partez Pas Sans Moi"" (Don't Leave Without Me) by Celine Dion for Mission Specialist Steve MacLean."
STS-115	09/20/2006	"""Beautiful Day"" by U2 for Mission Specialist Heidemarie Stefanyshyn-Piper."
STS-115	09/21/2006	"""WWOZ"" by Better Than Ezra for Commander Brent Jett."
STS-116	12/10/2006	“Here Comes the Sun” by the Beatles for Mark Polansky.
STS-116	12/11/2006	"""Beep Beep,"" performed by Louis Prima for Sunita Williams."
STS-116	12/12/2006	“Waterloo,” performed by ABBA for Christer Fuglesang who is from Sweden. “Nice music         this morning,” Fuglesang said from the Quest airlock, where he spent the night preparing for the spacewalk with Curbeam.
STS-116	12/13/2006	“Suavemente,” performed by Elvis Crespo, played for Joan Higginbotham. 
STS-116	12/14/2006	“Under Pressure,” performed by Queen for Robert Curbeam.
STS-116	12/15/2006	"""Low Rider,"" performed by War, and played for William Oefelein."
STS-116	12/16/2006	Aaron Copeland’s “Fanfare for the Common Man,” performed by the London Philharmonic Orchestra. The music was played for Nicholas Patrick.
STS-116	12/17/2006	"“Beautiful Blue Danube"" performed by the Vienna Philharmonic Orchestra for Christer Fuglesang."
STS-116	12/18/2006	“Good Vibrations,” performed by the Beach Boys for the entire crew in honor of the vibrations the spacewalkers may create today to attempt to free the balky solar panels.
STS-116	12/19/2006	“The Zamboni Song,” performed by the Gear Daddies. The song, dedicated to the entire crew, was requested by the training team who sent a message to Oefelein saying they had arranged for him to fly the shuttle half a lap around the station.
STS-116	12/20/2006	“Say You’ll be Mine,” performed by Christopher Cross for Thomas Reiter.
STS-116	12/21/2006	“The Road Less Traveled,” performed by Joe Sample for Higginbotham.
STS-116	12/22/2006	“Home for the Holidays,” sung by Perry Como for the crew, requested by the Mission Control Center.
STS-117	06/09/2007	“Big Boy Toys” by Aaron Tippin, sounded on board the orbiter at 9:10 a.m. CDT, played for  Commander Rick Sturckow.
STS-117	06/10/2007	“Riding the Sky,” written and performed by Johnson Space Center employees David Kelldorf and Brad Loveall for Mission Specialist Clayton Anderson in honor of his move to the space station.
STS-117	06/11/2007	“It Probably Always Will” by the Ozark Mountain Daredevils, played for Mission Specialist Steven Swanson.
STS-117	06/12/2007	“What a Wonderful World” by Louis Armstrong, played for Mission Specialist Danny Olivas.
STS-117	06/13/2007	“Questions 67 and 68” by Chicago, played for Pilot Lee Archambault.
STS-117	06/14/2007	“Indescribable” by Chris Tomlin for Mission Specialist Patrick Forrester.
STS-117	06/15/2007	“Radar Love” by Golden Earring, played for Mission Specialist Steve Swanson.
STS-117	06/16/2007	University of Texas at El Paso Fight Song, performed by the UTEP Pep Band, was played for Mission Specialist (and UTEP alumnus) John “Danny” Olivas at 7:38 a.m. CDT.
STS-117	06/17/2007	Theme song from “Band of Brothers,” played for Mission Specialist Jim Reilly.
STS-117	06/18/2007	“Redeemer” by Nicole C. Mullen, played for Mission Specialist Patrick Forrester.
STS-117	06/19/2007	“Feelin’ Stronger Every Day” by Chicago, played for Pilot Lee Archambault.
STS-117	06/20/2007	“If I Had $1000000” by Barenaked Ladies, played for Mission Specialist Suni Williams.
STS-117	06/21/2007	“Makin’ Good Time Coming Home” by John Arthur Martinez, was played for Commander Rick Sturckow and Mission Specialist Jim Reilly.
STS-117	06/22/2007	“The Marines’ Hymn,” was played for the mission commander, Col. Rick Sturckow, USMC.
STS-118	08/09/2007	“Where My Heart Will Take Me,” performed by Russell Watson. It was played for Mission Specialist Rick Mastracchio.
STS-118	08/10/2007	“Mr. Blue Sky,” performed by Electric Light Orchestra. It was played for Commander Scott Kelly.
STS-118	08/11/2007	“Gravity,” performed by John Mayer. It was played for Pilot Charles Hobaugh.
STS-118	08/12/2007	“Up!” performed by Shania Twain. It was played for Mission Specialist Dave Williams.
STS-118	08/13/2007	“Outta Space” performed by Billy Preston. It was played for Mission Specialist Alvin Drew.
STS-118	08/14/2007	"“Happy Birthday Tracy,” performed by children in an extended day care program run by Tracy Caldwell's mother, Mary Ellen Caldwell, at the Beaumont Cherry Valley Recreation and Park District's Noble Creek Community Center.in recognition of the day’s significance. ""Thank you very much. This is one of the best places I could think of to spend my birthday,"" Tracy said after hearing the pre-recorded greeting."
STS-118	08/15/2007	“Good Morning World.” It was written and performed by Mission Specialist Barbara Morgan’s son Adam.
STS-118	08/16/2007	“Times Like These” by the Foo Fighters. It was for Mission Specialist Rick Mastracchio.
STS-118	08/17/2007	“Black Horse and the Cherry Tree,” performed by KT Tunstall, for Mission Specialist Tracy Caldwell.
STS-118	08/18/2007	“Learn to Fly,“ performed by the Foo Fighters. It was played for Mission Specialist Alvin Drew.
STS-118	08/19/2007	“Teacher, Teacher,” performed by .38 Special. It was for Mission Specialist Barbara Morgan.
STS-118	08/20/2007	“Flying,” performed by the Long John Baldry Trio, a Canadian group. It was for Williams, a Canadian Space Agency astronaut.
STS-118	08/21/2007	“Homeward Bound,” performed by Simon & Garfunkel. It was for the entire crew.
STS-120	10/24/2007	“Lord of the Dance,” performed by John Langstaff, was played for Commander Pam Melroy.
STS-120	10/25/2007	"“Dancing in the Moonlight” by King Harvest for astronaut Dan Tani. ""It's moving day for me and I can't wait to settle in my new home,"" said Tani."
STS-120	10/26/2007	“Rocket Man (I Think It’s Going To Be a Long, Long Time)” by Elton John, played for Mission Specialist Doug Wheelock on the day he performs the first spacewalk of his career.
STS-120	10/27/2007	“Bellissime Stelle” (Beautiful Stars) by Andrea Bocelli was played for European Space Agency astronaut Paolo Nespoli of Italy, the country where the new node, Harmony, was built.
STS-120	10/28/2007	"“What a Wonderful World,” by Louis Armstrong, was played for Mission   Specialist Scott Parazynski on the day he makes his second spacewalk of the mission. ""That's how you start the day in space,"" Parazynski said. ""I can't think of a more beautiful way to begin the day than hear those words. It really describes the view from space."""
STS-120	10/29/2007	“One by One” by Wynton Marsalis, was played for Mission Specialist Stephanie Wilson, one of the robot arm operators for this morning’s hand off of the P6 truss element between the shuttle and station robot arms.
STS-120	10/30/2007	“Malaguena Salerosa” by Chingon, was played for Pilot George Zamka, who will be operating the shuttle robotic arm.
STS-120	10/31/2007	“Nel Blu Dipinto di Blu” by Domenico Modugno, for Mission Specialist Paolo Nespoli. The song’s title translates as “In the blue (sky), painted blue;” it is widely known as “Volare.”
STS-120	11/01/2007	"“The Lion Sleeps Tonight” by Robert John. The song was chosen by the crew’s training team. ""That was a lot of fun,"" Discovery commander Pamela Melroy said. ""That certainly gets you going first thing in the morning."""
STS-120	11/02/2007	“World” by Five for Fighting for Mission Specialist Doug Wheelock, who will be performing his third spacewalk on Saturday. Wheelock dedicated the song to the ground support team.
STS-120	11/03/2007	The crews of Space Shuttle Discovery and the station were awakened this morning at 12:38 with composer John Williams’ theme song from the original “Star Wars“ movie trilogy. The song was played for Parazynski.
STS-120	11/04/2007	"The crews of Discovery and the International Space Station were awakened before the change from daylight to standard time. The crew was roused at 1:08 a.m. CDT with the song “The Presence of the Lord,” written by gospel musician Kurt Carr, originally recorded by Byron Cage. Cage’s rendition was played for Mission Specialist Stephanie Wilson. Crew member Stephanie Wilson says she appreciates the selection. She says being in space has made her ""very thankful"" for the support of family, friends and the shuttle ground control team."
STS-120	11/05/2007	“Roll Me Away” by Bob Seger, played for Pilot George Zamka, who will be at the controls of Discovery when it undocks from the station. “That’s a great song about a road trip and we’ve had a great one, but it’s time to turn around and head for home,”astronaut George Zamka said.
STS-120	11/06/2007	“Space Truckin’” by Deep Purple, played for Expedition 15/16 Flight Engineer and Mission Specialist Clay Anderson, who will wrap up a five-month mission to the International Space Station when Discovery lands.
STS-120	11/07/2007	“Chitty Chitty Bang Bang” by Sherman and Sherman, was played for Commander Pam Melroy.
STS-122	02/08/2008	“The Book of Love” performed by Peter Gabriel, was played for European Space Agency astronaut Leopold Eyharts at 3:45 a.m. CST.
STS-122	02/09/2008	“Tishomingo Blues,” a Spencer Williams composition, is the theme song from Garrison Keillor’s radio variety show A Prairie Home Companion with lyrics written especially for the show. 
STS-122	02/10/2008	"“Maenner” by German musician Herbert Groenemeyer for astronaut  Hans Schlegel. “Maenner” translated is “Men.” Groenemeyer is also known for his portrayal of Lieutenant Werner in Wolfgang Petersen’s movie Das Boot. Schlegel responded: ""Thank you very much for this piece of music. It's a German song about the nature of man, it was selected by my dear wife, Heike. Greetings to everybody in"
STS-122	02/11/2008	“Fly Like an Eagle,” written by Steve Miller, was played for Mission Specialist Leland Melvin on the day he will use the station’s robotic arm to lift the Columbus research module from Atlantis’ payload bay.
STS-122	02/12/2008	"“Dream Come True” by Jim Brickman, was played for Mission  Specialist Rex Walheim. ""Doing a spacewalk certainly is a dream come true,"" Walheim radioed down to Mission Control. ""But the biggest dream"
STS-122	02/13/2008	“Oysters and Pearls” by Jimmy Buffett, was played for Pilot Alan Poindexter.
STS-122	02/14/2008	"“Consider Yourself at Home.” The song, which is from the musical Oliver!, was played for Mission Specialist Stanley Love. ""That's a wonderful song, thanks so much for sending it,"" said Love, 42. He thanked his parents and family ""and people who may be feeling there's one fewer Love on Earth this Valentine's Day. But I'd like to assure them that it's great to be up here, and I'll be home soon."""
STS-122	02/15/2008	Drafi Deutscher’s song “Marmor Stein und Eisen Bricht.” The song’s title translates as “Marble Breaks and Iron Bends.” It was played for Mission Specialist Hans Schlegel, a European Space Agency astronaut from Germany. 
STS-122	02/16/2008	“I Believe I Can Fly” performed by Yolanda Adams and Kenny G and played for Mission  Specialist Leland Melvin.
STS-122	02/17/2008	“Hail Thee, Harvey Mudd,” the Harvey Mudd College anthem written by Amy Lewkowicz for Mission Specialist Stan Love. Love is a 1987 graduate of the Claremont, Calif., private math, science and engineering college. 
STS-122	02/18/2008	“Over the Rainbow/What a Wonderful World,” sung by  Hawaiian-Japanese vocalist Israel Kamakawiwo'ole, accompanied by his 
STS-122	02/19/2008	The Spamalot  rendition of “Always Look on the Bright Side” played for 
STS-122	02/20/2008	“Hail to the Spirit of Liberty”by John Philip Sousa, for Pilot Alan Poindexter.              
STS-123	03/11/2008	"“Linus & Lucy” by Vince Guaraldi Trio. The song, which is from the album “Charlie Brown Christmas” was played for Mission Specialist Mike Foreman. ""Good morning, Endeavour. And a special good morning to you, Mike,"" astronaut Al Drew radioed from the Johnson Space Center. ""Well good morning, Houston, we appreciate that song,"" Foreman replied. ""We had an exciting trip to orbit yesterday morning and we're looking forward to our first full day in orbit."""
STS-123	03/12/2008	"The wakeup call for the morning was a combination of fight scene music from the Japanese movie “Godzilla Versus Space Godzilla” and the Blue Oyster Cult song  “Godzilla.” The songs were played for Japanese Space Agency astronaut  Takao Doi. ""Good morning Endeavour. Doi san, ohayo gozaimasu,"" said Alvin Drew, shuttle spacecraft communicator, to Japanese astronaut Takao Doi from Mission Control here in Houston. ""Take on today like a monster."" ""We are very happy to hear Godzilla,"" Doi responded. ""We are ready to go and we'll have a great time today docking with the space station."""
STS-123	03/13/2008	"“Saturday Night” by Bay City Rollers, was played for the station’s newest crew member, Flight Engineer Garrett Reisman. ""Just want to say that the song was an outstanding selection. Thank you very much,"" said Reisman, who flew up aboard Endeavour and replaced European Space Agency astronaut Leopold Eyharts as outpost Flight Engineer 2. ""We're all pumped up, and we're ready to go out the hatch, and doing it all and having a ball in space on Saturday night!"""
STS-123	03/14/2008	“Turn! Turn! Turn! (To Everything There is a Season)” by The Byrds. The song was played for Mission Specialist Rick Linnehan. 
STS-123	03/15/2008	"“We’re Going to be Friends” by the White Stripes. The song was played for Mission Specialist Robert L. Behnken. ""Thanks for that, Al,"" Robert Behnken replied. ""Good morning to you as well, and thanks for that great wakeup music, that's one of my favorite songs. It always reminds me of all the great friends that I've met going to different schools, or through different training, just like the shuttle crew I'm with right now. Thanks again, Al, and a great good morning to you."" ""You bet. Have a fine day out there."""
STS-123	03/16/2008	“God of Wonders” by “Caedmon’s Call”. The song was played for Endeavour’s commander, Dominic Gorie. 
STS-123	03/17/2008	“Sharing the World,” a song written by Pilot Gregory H. Johnson’s brother.
STS-123	03/18/2008	Ayaka Hirahara’s “Hoshi Tsumugi no Uta”, a Japanese song that translates to “Song of Spinning Stars”. The song was played for Mission Specialist Takao Doi, a Japan Aerospace Exploration Agency 
STS-123	03/19/2008	“Burning Love” by Elvis Presley, played for Mission Specialist Mike Foreman.
STS-123	03/20/2008	“Blue Sky” by Big Head Todd and the Monsters, was played for Mission Specialist Rick Linnehan, who will serve as the spacewalk coordinator for today’s 6.5-hour-long excursion by Mission Specialists Robert L. Behnken and Mike Foreman.  
STS-123	03/21/2008	“Enter Sandman”performed by Metallica. The song was played for Mission Specialist Robert L. Behnken. 
STS-123	03/22/2008	Heartland’s I Loved Her First”. The song was played for Endeavour Commander Dominic Gorie. 
STS-123	03/23/2008	"Newsboys song, “I am Free.” The song was played for Mission Specialist Mike Foreman and performed by the Friendswood United Methodist Church Praise Team at his church.  ""Good morning, Endeavour and Happy Easter to you Mike,"" NASA astronaut Alvin Drew radioed up from Mission Control. ""Good morning, Houston and thanks Alvin, that's one of my favorite songs from church,"" Foreman said. ""That was awesome, and how appropriate for this special day. It sounds just as good up here as it does down there. Happy Easter."" Drew wished the rest of Endeavour's astronauts a Happy Easter as well, though they were busy at the time. ""They're probably searching for their eggs,"" Foreman said."
STS-123	03/24/2008	“Furusato,” a Japanese folksong that translates to “home” in 
STS-123	03/25/2008	“Con  Te Partiro” an Italian song that translates to “I will go with you.” 
STS-123	03/26/2008	"“Drops of Jupiter"" by Train was played for Pilot Gregory H. Johnson."
STS-124	06/01/2008	“Your Wildest Dreams” by the Moody Blues. The song was played for Pilot Ken Ham.
STS-124	06/02/2008	“Away from Home”performed by  Jose Molina Serrano. The song was played for Mission Specialist Greg Chamitoff.
STS-124	06/03/2008	“Hold Me with the Robot Arm” performed by Yusuke Hanawa. The song was played for Japan Aerospace Exploration Agency astronaut Aki Hoshide.
STS-124	06/04/2008	“Have You Ever” performed by  Brandi Carlile. The song was played for Mission Specialist Karen Nyberg. 
STS-124	06/05/2008	“Fly Away” by Lenny Kravitz was played for Mission Specialist Ron Garan.
STS-124	06/06/2008	“Bright as Yellow” by Innocence Mission was played for Mission Specialist Karen Nyberg.
STS-124	06/07/2008	"“Taking Off"" by Godaigo was played for Mission Specialist Akihiko Hoshide."
STS-124	06/08/2008	The theme music from “The Mickey Mouse Club” was played for the STS-124 crew.
STS-124	06/09/2008	“The Spirit of Aggieland” performed by the Fightin’ Texas Aggie Band was played for Mission Specialist Mike Fossum.
STS-124	06/10/2008	"“All Because of You"" by U2 was played for Mission Specialist Ron Garan."
STS-124	06/11/2008	“Centerfield” by John Fogerty was played for Pilot Ken Ham. 
STS-124	06/12/2008	“Crystal Frontier” by Calexico was played for Commander Mark Kelly. 
STS-124	06/13/2008	“Baby, Won't You Please Come Home” performed by Louis Prima and Keely Smith, selected by Mr. Reisman’s wife, was played for Mission Specialist Garrett Reisman. Mr. Reisman thanked the people on the ground for the song, and said “A special good morning to Simone, my favorite earthling.” He added, “Get ready, doll face: Discovery’s coming home.”
STS-124	06/14/2008	“Life on an Ocean Wave” performed by the U.S. Merchant Marine Academy Band was played for Commander Mark Kelly and the entire crew.
STS-126	11/15/2008	“Shelter” by Xavier Rudd. It was played for Commander Christopher Ferguson. 
STS-126	11/16/2008	“Start Me Up” by the Rolling Stones. It was played for Mission Specialist Sandra Magnus. “I want to thank my family for that music and I’m looking forward to moving into my new home today,” Magnus radioed down to Mission Control in Houston.
STS-126	11/17/2008	“London Calling” performed by The Clash. It was played for Mission Specialist Steven  Bowen. 
STS-126	11/18/2008	“City of Blinding Lights” by U2. It was played for Mission Specialist Shane Kimbrough. 
STS-126	11/19/2008	“Fanfare for the Common Man”by Aaron Copeland. It was played for Pilot Eric Boe.
STS-126	11/20/2008	“Summertime” played for Mission Specialist Donald Pettit. It was recorded by Bandella. Members of that group include singer Michi Pettit, Don Pettit’s wife, and astronauts Steve Robinson, Chris Hadfield and Cady Coleman. 
STS-126	11/21/2008	The music was for Mission Specialist Heidemarie Stefanyshyn-Piper. The song was in the Ukrainian language, which she learned as a child. It was “Unharness Your Horses, Boys,” a traditional song about Cossacks performed by The Ukrainians. 
STS-126	11/22/2008	“You Are Here” by the group Dutton. It was played for Kimbrough. 
STS-126	11/23/2008	“Can’t Take My Eyes Off of You” performed by Frankie Valli. It was for Ferguson. It was his 23rd wedding anniversary. 
STS-126	11/24/2008	“Can’t Stop Loving You” by Van Halen was played for Mission Specialist Heidemarie Stefanyshyn-Piper.
STS-126	11/25/2008	“Fever” by Bandella was played for Mission Specialist Donald Pettit and sung by his wife.
STS-126	11/26/2008	“North Sea Oil” by Jethro Tull was played for Mission Specialist Steve Bowen.
STS-126	11/27/2008	“Hold on Tight” by Electric Light Orchestra was played for Mission Specialist Heidemarie Stefanyshyn-Piper.
STS-126	11/28/2008	“In the Meantime” by Spacehog was played for Pilot Eric Boe.
STS-126	11/29/2008	“Twinkle, Twinkle, Little Star” was played for Mission Specialist Greg Chamitoff.
STS-126	11/30/2008	“Gonna Fly Now (Theme From ‘Rocky’)” by Bill Conti. It was for Ferguson. 
STS-119	03/16/2009	“Free Bird” by Lynyrd Skynyrd, played for Pilot Tony Antonelli.
STS-119	03/17/2009	“Radio Exercise,” performed by the Tokyo Broadcast Children’s Choir. The song traditionally accompanies exercise for Japanese schoolchildren, and was played for astronaut Koichi Wakata of the Japan Aerospace Exploration Agency.
STS-119	03/18/2009	“I Walk the Line” by Johnny Cash, was played for Steve Swanson.
STS-119	03/19/2009	“Que Bandera Bonita” by Jose Gonzalez, played for Mission Specialist Joseph Acaba.
STS-119	03/20/2009	“Box of Rain” by the Grateful Dead, was played for Mission Specialist John Phillips.
STS-119	03/21/2009	“In a Little While” performed by the group Pilgrim and Trout for Mission Specialist Richard Arnold.
STS-119	03/22/2009	“Alive Again” by Chicago, played for Chicago-area native Commander Lee Archambault.
STS-119	03/23/2009	“Ain’t Nobody Here But Us Chickens” by Louis Jordan. It was played for Swanson.
STS-119	03/24/2009	“Andrew’s Song” by Treestump, a band in which John Phillips’ daughter plays.
STS-119	03/25/2009	“Dirty Water” by the Standells, played for Pilot Tony Antonelli.
STS-119	03/26/2009	“Enter Sandman” by Metallica, played for Mission Specialist Joseph Acaba.
STS-119	03/27/2009	"""Bright Side of the Road"" by Van Morrison, was played for Mission Specialist Richard Arnold."
STS-119	03/28/2009	“I Have a Dream” by ABBA. The song was played for Sandy Magnus.
STS-125	05/12/2009	“Kryptonite” performed by 3 Doors Down. It was played for pilot Greg Johnson.
STS-125	05/13/2009	“Upside Down” by Jack Johnson at 4:01 a.m. CDT. The song was played for Megan McArthur.
STS-125	05/14/2009	“Stickshifts and Safetybelts” performed by Cake. It was played for Drew Feustel.
STS-125	05/15/2009	“God of Wonders.” It was played for Mike Good.
STS-125	05/16/2009	“Hotel Cepollina” performed by Fuzzbox Piranha. The song was played for John Grunsfeld.
STS-125	05/17/2009	“New York State of  Mind” performed by Billy Joel. The song was played for Mission Specialist Mike Massimino.
STS-125	05/18/2009	“Sound of Your Voice” performed by Barenaked Ladies. It was played for Commander Scott Altman.
STS-125	05/19/2009	“Lie in Our Graves” performed by the Dave Matthews Band. It was played  for Mission Specialist Megan McArthur.
STS-125	05/20/2009	Theme from the television series “Star Trek,” which was composed by Alexander Courage. The song was played for the entire crew.
STS-125	05/21/2009	“Cantina Band,” one of composer John Williams’ songs from the soundtrack to “Star Wars.” The song was played for the entire crew.
STS-125	05/22/2009	“The Galaxy Song” from “Monty Python’s The Meaning of Life.” It was played for the entire crew.
STS-125	05/23/2009	“Where My Heart Will Take Me” performed by Russell Watson. It was played for the entire crew.
STS-125	05/24/2009	“The Ride of the Valkyries,” composed by Richard Wagner. It was played for the entire crew.
STS-127	07/16/2009	“These Are Days” by the band 10,000 Maniacs emanated from speakers inside Endeavour’s crew cabin, a wake-up call targeted especially for Mission Specialist Tim Kopra. 
STS-127	07/17/2009	“Here Comes the Sun” by The Beatles, was chosen for Commander Mark Polansky.
STS-127	07/18/2009	“Home,” by Marc Broussard, played for lead spacewalker Dave Wolf, who heard the call while camped out in the Quest airlock with Tim Kopra, the newest addition to the Expedition 20 crew.
STS-127	07/19/2009	“Learning to Fly,” by Tom Petty and the Heartbreakers, for former Navy SEAL Chris Cassidy, who is making his first space flight aboard the space shuttle Endeavour .
STS-127	07/20/2009	The theme from the 1960s television series “Thunderbirds,” by composer Barry Gray, for Canadian Space Agency astronaut Julie Payette.
STS-127	07/21/2009	“Life Is a Highway,” performed by Rascal Flatts. The tune was played for Tom Marshburn, who completed his first spacewalk Monday.
STS-127	07/22/2009	“Santa Monica,” performed by Everclear, for Endeavour’s pilot, Doug Hurley.
STS-127	07/23/2009	“Tiny Dancer,” performed by Elton John. The song was selected for Polansky.
STS-127	07/24/2009	Pink Floyd’s “Wish You Were Here,” offered up for lead spacewalker Dave Wolf.
STS-127	07/25/2009	“In Your Eyes,” by Peter Gabriel was selected for Tom Marshburn, who completed his second spacewalk on Friday with Chris Cassidy.
STS-127	07/26/2009	George Frederic Handel’s “Dixit Dominus.” The excerpt was uplinked for Canadian Space Agency astronaut Julie Payette.
STS-127	07/27/2009	“On the Sunny Side of the Street,” performed by Steve Tyrell. The song was uplinked especially for Commander Mark Polansky.
STS-127	07/28/2009	“Proud to Be an American” performed by Lee Greenwood. The song was selected for spacewalker Chris Cassidy, a former Navy SEAL.
STS-127	07/29/2009	“Yellow” by the band Coldplay, uplinked for Pilot Doug Hurley in honor of his International Space Station fly-around.
STS-127	07/30/2009	“I Got You Babe,” performed by Sonny and Cher. The song was a special request for Koichi Wakata, the first Japan Aerospace Exploration Agency astronaut to serve as a long-duration resident of the station.
STS-127	07/31/2009	“Beautiful Day” by the band U2 was played for Mission Specialist Tom  Marshburn.
STS-128	08/29/2009	“Back in the Saddle Again” by Gene Autry was played for Commander Rick Sturckow.
STS-128	08/30/2009	“Made to Love” by Toby Mac was played for Mission Specialist Nicole Stott.
STS-128	08/31/2009	“Mi Tierra” by Gloria Estefan was played for Mission Specialist Jose Hernandez.
STS-128	09/01/2009	“Indiana, Our Indiana” performed by the Indiana University Band was played for Pilot   Kevin Ford, born in Indiana and on his first spaceflight.
STS-128	09/02/2009	“What a Wonderful World” by Louis Armstrong was played for Mission Specialist Christer Fuglesang.
STS-128	09/03/2009	“There is a God” by 33 Miles was played for Mission Specialist Patrick Forrester.
STS-128	09/04/2009	“What a Wonderful World” by Louis Armstrong was played for Mission Specialist Danny
STS-128	09/05/2009	“El Hijo del Pueblo” by Alfredo Jimenez was played for Mission Specialist Jose Hernandez.
STS-128	09/06/2009	“Rocket” by Andrew Peterson was played for Mission Specialist Pat Forrester.
STS-128	09/07/2009	“Only One” by Jeremy Kay was played for Mission Specialist Danny Olivas.
STS-128	09/08/2009	“Beautiful Day” by U2 was played for Mission Specialist Tim Kopra, the Shuttle’s newest crew member.
STS-128	09/09/2009	“Sailing” performed by Rod Stewart was played for Mission Specialist Christer Fuglesang.
STS-128	09/10/2009	“Good Day Sunshine” by the Beatles was played for Pilot Kevin Ford.
STS-128	09/11/2009	“Big Boy Toys” by Aaron Tippin was played for Commander Rick Sturckow.
STS-129	11/17/2009	“I Can Only Imagine” by MercyMe was played for Mission Specialist Barry Wilmore, a tune selected by his wife Deanna to mark his first career spaceflight. 
STS-129	11/18/2009	“Higher Ground” by Stevie Wonder was played for Mission Specialist Robert L. Satcher Jr.
STS-129	11/19/2009	“In Wonder” by The Newsboys was played for Mission Specialist Randy
STS-129	11/20/2009	“We Are Family” by Sister Sledge was played for Mission Specialist Leland Melvin.
STS-129	11/21/2009	“Voyage to Atlantis” by The Isley Brothers was played for Mission Specialist Robert
STS-129	11/22/2009	“Butterfly Kisses” by Bob Carlisle was played for Mission Specialist
STS-129	11/23/2009	“Space Rise” by Larry Whitehair was played for Mission Specialist Mike Foreman.
STS-129	11/24/2009	“Marine Corps Hymn” performed by the U.S. Marine Corps Band was played for STS-129 Commander Charlie Hobaugh.
STS-129	11/25/2009	“Amazing Grace” from the 1995 movie “Braveheart,” performed by Eric Rigler on bagpipes, was played for STS-129 Pilot Barry Wilmore.
STS-129	11/26/2009	“Fly Me to the Moon” performed by Frank Sinatra was played for Mission Specialist Nicole Stott.
STS-129	11/27/2009	“Home Sweet Home” performed by Motley Crue was played for the entire crew.
STS-130	02/08/2010	“Give Me Your Eyes” by Brandon Heath,  played for Pilot Terry Virts.
STS-130	02/09/2010	“Katmandu” by Bob Seger, was played for Commander George Zamka.
STS-130	02/10/2010	“Also Sprach Zarathustra” by Richard Strauss, played for Mission Specialist Nicholas Patrick. The song is most widely known as the theme from the movie “2001: A Space Odyssey.”
STS-130	02/11/2010	“Beautiful Day” by U2, played for Mission Specialist Kay Hire.
STS-130	02/12/2010	The “Firefly” TV show theme song, “The Ballad of Serenity” by Sonny Rhodes played for Mission Specialist Bob Behnken.
